Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_24397//Arjun Shah-155MG Road//Manoj Singh*Pizza+3+/6/6/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_24496//Priya Singh-199Brigade Road//Divya Patel*Samosa+5+/6/26/2023//COD//Delivered+Fast delivery, fresh food"
//ord_24595//Neha Patel-104Whitefield//Siddharth Singh*Pizza+3+/7/24/2023//Credit Card//Delivered+On Time Delivery
"//ord_24694//Priya Singh-199Brigade Road//Anil Gupta*Paneer Tikka+1+/6/16/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_24793//Priyanka Singh-242Koramangala//Divya Patel*Chicken Tikka+1+/5/6/2023//Credit Card//Delivered+Good Service
"//ord_24892//Anjali Jain-288Malleswaram//Anil Gupta*Butter Naan+4+/4/30/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_24991//Arjun Shah-155MG Road//Sneha Verma*Samosa+5+/2/8/2023//Online Payment//Delivered+Good Service
//ord_25090//Karan Sharma-216Marathahalli//Ravi Tiwari*Fish Curry+2+/1/29/2023//Online Payment//Delivered+Good Service
//ord_25189//Aryan Shah-113Jayanagar//Sneha Verma*Fish Biryani+2+/7/15/2023//UPI//Delivered+On Time Delivery
//ord_25288//Mithili Prakash-258BTM Layout//Siddharth Singh*Sushi+2+/10/23/2023//Online Payment//Delivered+On Time Delivery
"//ord_25387//Mithili Prakash-258BTM Layout//Sneha Verma*Fish Curry+1+/10/28/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_25486//Rahul Sharma-215MG Road//Not Assigned*Pav Bhaji+2+/3/4/2023//Credit Card//Cancelled+Out of Stock
//ord_25585//Rahul Sharma-215MG Road//Pooja Sharma*Chicken Biryani+2+/5/12/2023//Online Payment//Delivered+Good Service
"//ord_25684//Rohit Singh-165Indiranagar//Siddharth Singh*Samosa+5+/7/5/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_25783//Arjun Shah-155MG Road//Not Assigned*Fish Curry+1+/5/7/2023//UPI//Cancelled+High Delivery Fees
"//ord_25882//Tanvi Gupta-161BTM Layout//Siddharth Singh*Butter Naan+4+/6/26/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_25981//Arjun Shah-155MG Road//Divya Patel*Hakka Noodles+1+/9/1/2023//Online Payment//Delivered+On Time Delivery
//ord_26080//Anjali Jain-288Malleswaram//Divya Patel*Hakka Noodles+1+/9/2/2023//Online Payment//Delivered+On Time Delivery
"//ord_26179//Kriti Patel-227Whitefield//Ananya Reddy*Chicken Fried Rice+2+/1/24/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_26278//Akash Gupta-281Jayanagar//Sneha Verma*Chicken Fried Rice+2+/10/31/2023//Online Payment//Delivered+Good Service
//ord_26377//Priya Singh-199Brigade Road//Manoj Singh*Chicken Biryani+2+/2/6/2023//Online Payment//Delivered+Good Service
//ord_26476//Arjun Shah-155MG Road//Divya Patel*Masala Dosa+1+/6/20/2023//Credit Card//Cancelled+Delayed Delivery
//ord_26575//Sneha Jain-226HSR Layout//Anil Gupta*Pasta+2+/3/27/2023//Online Payment//Delivered+Good Service
//ord_26674//Priya Singh-199Brigade Road//Divya Patel*Butter Chicken+3+/1/24/2023//Online Payment//Delivered+On Time Delivery
"//ord_26773//Rohan Patel-234Indiranagar//Anil Gupta*Noodles+1+/1/14/2023//COD//Delivered+Fast delivery, fresh food"
//ord_26872//Karan Sharma-216Marathahalli//Rajesh Kumar*Chicken Tikka+2+/6/26/2023//UPI//Delivered+Good Service
"//ord_26971//Neha Ramachandran-128Marathahalli//Anil Gupta*Fish Biryani+2+/10/17/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_27070//Raj Kapoor-218Malleswaram//Sneha Verma*Burger+1+/10/25/2023//Credit Card//Delivered+On Time Delivery
//ord_27169//Rahul Sharma-215MG Road//Manoj Singh*Pasta+2+/5/4/2023//Online Payment//Cancelled+Delayed Delivery
//ord_27268//Rohan Patel-234Indiranagar//Ravi Tiwari*Chicken Biryani+2+/11/15/2023//Credit Card//Delivered+On Time Delivery
"//ord_27367//Kriti Patel-227Whitefield//Manoj Singh*Burger+1+/4/11/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_27466//Nisha Gupta-116Koramangala//Not Assigned*Chicken Biryani+2+/9/10/2023//UPI//Cancelled+Payment Issues
"//ord_27565//Karan Sharma-216Marathahalli//Anil Gupta*Fish Biryani+4+/1/31/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_27664//Raj Kapoor-218Malleswaram//Ananya Reddy*Butter Chicken+3+/9/17/2023//UPI//Delivered+Good Service
//ord_27763//Rohit Singh-165Indiranagar//Pooja Sharma*Veg Biryani+2+/7/8/2023//COD//Delivered+Good Service
"//ord_27862//Akash Gupta-281Jayanagar//Manoj Singh*Hakka Noodles+1+/3/30/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_27961//Priyanka Singh-242Koramangala//Not Assigned*Pizza+3+/4/20/2023//UPI//Cancelled+Payment Issues
//ord_28060//Pooja Patel-221BTM Layout//Rajesh Kumar*Pav Bhaji+2+/1/21/2023//Credit Card//Delivered+On Time Delivery
"//ord_28159//Priya Singh-199Brigade Road//Ravi Tiwari*Tandoori Chicken+3+/11/14/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_28258//Anjali Jain-288Malleswaram//Anil Gupta*Chicken Biryani+2+/1/21/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_28357//Priyanka Singh-242Koramangala//Rajesh Kumar*Butter Naan+4+/12/15/2023//Online Payment//Cancelled+Delayed Delivery
//ord_28456//Sneha Jain-226HSR Layout//Siddharth Singh*Butter Chicken+3+/6/3/2023//COD//Delivered+Good Service
"//ord_28555//Priya Singh-199Brigade Road//Manoj Singh*Chicken Fried Rice+2+/7/9/2023//COD//Delivered+Fast delivery, fresh food"
//ord_28654//Aryan Shah-113Jayanagar//Ravi Tiwari*Butter Naan+4+/7/8/2023//Online Payment//Delivered+Good Service
"//ord_28753//Naveen Kumar-265Koramangala//Pooja Sharma*Chicken Curry+2+/1/1/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_28852//Naveen Kumar-265Koramangala//Sneha Verma*Noodles+1+/11/30/2023//UPI//Delivered+Good Service
//ord_28951//Rohit Singh-165Indiranagar//Divya Patel*Butter Chicken+3+/1/17/2023//UPI//Delivered+Good Service
"//ord_29050//Naveen Kumar-265Koramangala//Anil Gupta*Chicken Fried Rice+2+/5/26/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_29149//Naveen Kumar-265Koramangala//Divya Patel*Chicken Biryani+2+/7/28/2023//Credit Card//Delivered+On Time Delivery
//ord_29248//Raj Kapoor-218Malleswaram//Manoj Singh*Butter Naan+4+/1/22/2023//Online Payment//Delivered+On Time Delivery
//ord_29347//Rahul Sharma-215MG Road//Not Assigned*Fish Biryani+2+/1/27/2023//Credit Card//Cancelled+Payment Issues
//ord_29446//Raj Kapoor-218Malleswaram//Ravi Tiwari*Tandoori Chicken+3+/9/24/2023//COD//Delivered+Good Service
//ord_29545//Neha Patel-104Whitefield//Ananya Reddy*Paneer Tikka+1+/1/21/2023//UPI//Delivered+On Time Delivery
"//ord_29644//Shreya Singh-268Marathahalli//Anil Gupta*Hakka Noodles+2+/10/10/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_29743//Nisha Gupta-116Koramangala//Not Assigned*Chicken Biryani+2+/1/7/2023//Online Payment//Cancelled+Payment Issues
//ord_29842//Priyanka Singh-242Koramangala//Ananya Reddy*Chicken Tikka+1+/6/17/2023//Credit Card//Cancelled+Delayed Delivery
//ord_29941//Deepak Sharma-197HSR Layout//Ravi Tiwari*Chicken Curry+2+/7/13/2023//Credit Card//Delivered+Good Service
//ord_30040//Naveen Kumar-265Koramangala//Ravi Tiwari*Pav Bhaji+2+/2/23/2023//Online Payment//Delivered+On Time Delivery
//ord_30139//Nisha Gupta-116Koramangala//Pooja Sharma*Butter Chicken+3+/3/10/2023//Credit Card//Delivered+On Time Delivery
//ord_30238//Naveen Kumar-265Koramangala//Ravi Tiwari*Masala Dosa+3+/1/22/2023//Credit Card//Cancelled+Delayed Delivery
//ord_30337//Kriti Patel-227Whitefield//Pooja Sharma*Veg Biryani+2+/7/17/2023//Credit Card//Delivered+Good Service
"//ord_30436//Tanvi Gupta-161BTM Layout//Pooja Sharma*Chicken Fried Rice+6+/11/9/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_30535//Akash Gupta-281Jayanagar//Rajesh Kumar*Burger+2+/9/12/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_30634//Shreya Singh-268Marathahalli//Ravi Tiwari*Butter Naan+4+/5/29/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_30733//Kriti Patel-227Whitefield//Sneha Verma*Chicken Biryani+2+/7/26/2023//COD//Delivered+Good Service
//ord_30832//Kriti Patel-227Whitefield//Not Assigned*Butter Chicken+3+/10/17/2023//UPI//Cancelled+High Delivery Fees
//ord_30931//Rohan Patel-234Indiranagar//Pooja Sharma*Hakka Noodles+1+/4/9/2023//COD//Delivered+Good Service
//ord_31030//Kriti Patel-227Whitefield//Manoj Singh*Chicken Tikka+1+/5/10/2023//Credit Card//Delivered+On Time Delivery
//ord_31129//Kriti Patel-227Whitefield//Not Assigned*Chicken Tikka+1+/9/29/2023//Online Payment//Cancelled+Payment Issues
//ord_31228//Priya Singh-199Brigade Road//Not Assigned*Chicken Tikka+1+/10/31/2023//Credit Card//Cancelled+Payment Issues
//ord_31327//Rahul Sharma-215MG Road//Divya Patel*Chicken Tikka+1+/1/19/2023//Credit Card//Cancelled+Delayed Delivery
//ord_31426//Tanvi Gupta-161BTM Layout//Not Assigned*Noodles+1+/1/30/2023//Credit Card//Cancelled+High Delivery Fees
"//ord_31525//Priyanka Singh-242Koramangala//Pooja Sharma*Butter Naan+4+/2/20/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_31624//Arjun Shah-155MG Road//Not Assigned*Fish Curry+1+/5/15/2023//Credit Card//Cancelled+Payment Issues
"//ord_31723//Shreya Singh-268Marathahalli//Pooja Sharma*Samosa+5+/7/19/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_31822//Naveen Kumar-265Koramangala//Ananya Reddy*Chicken Fried Rice+2+/2/1/2023//Credit Card//Cancelled+Delayed Delivery
//ord_31921//Shreya Singh-268Marathahalli//Sneha Verma*Noodles+2+/12/31/2023//Credit Card//Cancelled+Change in Plans
//ord_32020//Priyanka Singh-242Koramangala//Pooja Sharma*Chicken Curry+2+/12/19/2023//Online Payment//Cancelled+Delayed Delivery
//ord_32119//Priya Singh-199Brigade Road//Ananya Reddy*Pizza+3+/12/19/2023//UPI//Delivered+Good Service
//ord_32218//Anjali Jain-288Malleswaram//Divya Patel*Butter Chicken+3+/7/30/2023//Credit Card//Cancelled+Delayed Delivery
//ord_32317//Anjali Jain-288Malleswaram//Manoj Singh*Fish Curry+1+/3/6/2023//Online Payment//Delivered+On Time Delivery
//ord_32416//Naveen Kumar-265Koramangala//Not Assigned*Veg Biryani+3+/1/4/2023//Online Payment//Cancelled+Out of Stock
//ord_32515//Vivek Mahajan-132Marathahalli//Divya Patel*Chicken Biryani+6+/12/28/2023//Online Payment//Delivered+On Time Delivery
//ord_32614//Karan Sharma-216Marathahalli//Not Assigned*Chicken Curry+2+/3/8/2023//Online Payment//Cancelled+High Delivery Fees
//ord_32713//Shreya Singh-268Marathahalli//Not Assigned*Chicken Fried Rice+2+/12/22/2023//Online Payment//Cancelled+High Delivery Fees
//ord_32812//Sneha Jain-226HSR Layout//Not Assigned*Butter Chicken+3+/1/7/2023//Credit Card//Cancelled+App Glitch
//ord_32911//Raj Kapoor-218Malleswaram//Not Assigned*Samosa+5+/12/2/2023//Credit Card//Cancelled+High Delivery Fees
"//ord_33010//Priya Singh-199Brigade Road//Ananya Reddy*Sushi+1+/12/5/2023//COD//Delivered+Fast delivery, fresh food"
//ord_33109//Rohan Patel-234Indiranagar//Sneha Verma*Noodles+1+/1/13/2023//COD//Delivered+Good Service
//ord_33208//Aryan Shah-113Jayanagar//Divya Patel*Chicken Curry+2+/8/11/2023//UPI//Delivered+Good Service
//ord_33307//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/8/28/2023//Online Payment//Cancelled+Delayed Delivery
//ord_33406//Neha Patel-104Whitefield//Sneha Verma*Pizza+3+/1/3/2023//UPI//Cancelled+Delayed Delivery
//ord_33505//Rahul Sharma-215MG Road//Manoj Singh*Samosa+5+/5/1/2023//Online Payment//Cancelled+Delayed Delivery
//ord_33604//Neha Patel-104Whitefield//Pooja Sharma*Butter Naan+4+/9/6/2023//COD//Delivered+On Time Delivery
"//ord_33703//Deepak Sharma-197HSR Layout//Divya Patel*Butter Naan+4+/3/31/2023//COD//Delivered+Fast delivery, fresh food"
//ord_33802//Sneha Jain-226HSR Layout//Ravi Tiwari*Chicken Tikka+1+/11/3/2023//Credit Card//Cancelled+Change in Plans
//ord_33901//Aryan Shah-113Jayanagar//Pooja Sharma*Pizza+3+/4/18/2023//Online Payment//Delivered+Good Service
//ord_34000//Arjun Shah-155MG Road//Not Assigned*Burger+1+/11/23/2023//Credit Card//Cancelled+Payment Issues
//ord_34099//Ajay Venkat-117Jayanagar//Rajesh Kumar*Chicken Fried Rice+3+/7/20/2023//Credit Card//Delivered+Good Service
//ord_34198//Ajay Venkat-117Jayanagar//Rajesh Kumar*Hakka Noodles+4+/8/29/2023//COD//Delivered+On Time Delivery
//ord_34297//Nisha Gupta-116Koramangala//Sneha Verma*Chicken Tikka+1+/5/22/2023//UPI//Cancelled+Change in Plans
"//ord_34396//Prithvi Singhaniya-290HSR Layout//Anil Gupta*Masala Dosa+3+/11/7/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_34495//Rehana Hussain-203BTM Layout//Ananya Reddy*Burger+2+/5/18/2022//Credit Card//Delivered+Good Service
//ord_34594//Arjun Shah-155MG Road//Anil Gupta*Noodles+1+/4/6/2023//Online Payment//Cancelled+Delayed Delivery
//ord_34693//Nisha Gupta-116Koramangala//Anil Gupta*Pav Bhaji+2+/1/16/2023//UPI//Cancelled+Delayed Delivery
"//ord_34792//Priyanka Singh-242Koramangala//Rajesh Kumar*Veg Biryani+2+/12/13/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_34891//Raj Kapoor-218Malleswaram//Not Assigned*Butter Naan+4+/6/26/2023//Credit Card//Cancelled+App Glitch
//ord_34990//Sneha Jain-226HSR Layout//Not Assigned*Pasta+2+/5/31/2023//Credit Card//Cancelled+App Glitch
//ord_35089//Sneha Jain-226HSR Layout//Not Assigned*Pizza+3+/11/14/2023//UPI//Cancelled+Out of Stock
//ord_35188//Anjali Jain-288Malleswaram//Divya Patel*Pav Bhaji+2+/2/23/2023//Online Payment//Delivered+Good Service
//ord_35287//Tanvi Gupta-161BTM Layout//Not Assigned*Burger+1+/2/22/2023//Credit Card//Cancelled+App Glitch
"//ord_35386//Anika Verma-198Indiranagar//Pooja Sharma*Paneer Tikka+3+/8/16/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_35485//Priya Singh-199Brigade Road//Pooja Sharma*Butter Naan+4+/11/1/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_35584//Shreya Singh-268Marathahalli//Ananya Reddy*Pizza+3+/3/2/2023//COD//Delivered+Good Service
//ord_35683//Arjun Shah-155MG Road//Not Assigned*Tandoori Chicken+3+/3/16/2023//Credit Card//Cancelled+App Glitch
//ord_35782//Rohit Singh-165Indiranagar//Pooja Sharma*Paneer Tikka+1+/9/10/2023//Credit Card//Delivered+On Time Delivery
//ord_11881//Anjali Jain-288Malleswaram//Siddharth Singh*Fish Biryani+2+/3/30/2023//Online Payment//Delivered+Good Service
//ord_35980//Rohit Singh-165Indiranagar//Divya Patel*Butter Chicken+3+/5/20/2023//UPI//Delivered+On Time Delivery
"//ord_36079//Priya Singh-199Brigade Road//Ananya Reddy*Samosa+5+/4/21/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_36178//Sneha Jain-226HSR Layout//Ananya Reddy*Sushi+1+/3/22/2023//Online Payment//Delivered+Good Service
//ord_36277//Arjun Shah-155MG Road//Rajesh Kumar*Fish Curry+1+/10/16/2023//COD//Delivered+On Time Delivery
//ord_36376//Karan Sharma-216Marathahalli//Not Assigned*Hakka Noodles+2+/4/23/2023//UPI//Cancelled+App Glitch
//ord_36475//Kriti Patel-227Whitefield//Not Assigned*Chicken Curry+2+/10/9/2023//UPI//Cancelled+App Glitch
//ord_36574//Nirmal Raj-169MG Road//Ravi Tiwari*Chicken Curry+1+/11/7/2023//Online Payment//Delivered+Good Service
"//ord_36673//Nisha Gupta-116Koramangala//Sneha Verma*Chicken Fried Rice+2+/8/24/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_36772//Rohit Singh-165Indiranagar//Ananya Reddy*Paneer Tikka+1+/5/19/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_36871//Priyanka Singh-242Koramangala//Pooja Sharma*Chicken Curry+2+/3/31/2023//UPI//Delivered+On Time Delivery
//ord_36970//Pooja Patel-221BTM Layout//Not Assigned*Chicken Curry+2+/6/9/2023//Credit Card//Cancelled+App Glitch
//ord_37069//Sneha Jain-226HSR Layout//Divya Patel*Noodles+1+/2/21/2023//Credit Card//Delivered+Good Service
//ord_37168//Sneha Jain-226HSR Layout//Siddharth Singh*Pav Bhaji+2+/4/27/2023//UPI//Delivered+Good Service
//ord_37267//Rahul Sharma-215MG Road//Not Assigned*Burger+1+/6/4/2023//UPI//Cancelled+Payment Issues
//ord_37366//Aryan Shah-113Jayanagar//Ravi Tiwari*Fish Curry+1+/9/4/2023//COD//Delivered+On Time Delivery
//ord_37465//Rahul Sharma-215MG Road//Sneha Verma*Burger+1+/6/6/2023//UPI//Delivered+Good Service
//ord_37564//Raj Kapoor-218Malleswaram//Not Assigned*Pasta+2+/6/14/2023//Online Payment//Cancelled+Payment Issues
//ord_37663//Rahul Sharma-215MG Road//Sneha Verma*Fish Biryani+2+/8/29/2023//COD//Delivered+On Time Delivery
//ord_37762//Shreya Singh-268Marathahalli//Sneha Verma*Chicken Biryani+2+/3/9/2023//Credit Card//Cancelled+Delayed Delivery
//ord_37861//Rohit Singh-165Indiranagar//Sneha Verma*Chicken Tikka+1+/12/12/2023//UPI//Cancelled+Delayed Delivery
//ord_37960//Naveen Kumar-265Koramangala//Not Assigned*Butter Naan+4+/12/11/2023//UPI//Cancelled+High Delivery Fees
//ord_38059//Tanvi Gupta-161BTM Layout//Not Assigned*Chicken Curry+2+/3/1/2023//Credit Card//Cancelled+High Delivery Fees
"//ord_38158//Raj Kapoor-218Malleswaram//Anil Gupta*Noodles+1+/11/7/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_38257//Priyanka Singh-242Koramangala//Ananya Reddy*Tandoori Chicken+3+/3/14/2023//COD//Delivered+Good Service
"//ord_38356//Raj Kapoor-218Malleswaram//Ravi Tiwari*Fish Biryani+4+/5/12/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_38455//Arjun Shah-155MG Road//Ananya Reddy*Chicken Tikka+1+/12/12/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_38554//Neha Patel-104Whitefield//Pooja Sharma*Sushi+1+/10/2/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_38653//Kriti Patel-227Whitefield//Anil Gupta*Hakka Noodles+1+/6/6/2023//Credit Card//Cancelled+Delayed Delivery
//ord_38752//Akash Gupta-281Jayanagar//Ananya Reddy*Paneer Tikka+1+/2/7/2023//Online Payment//Delivered+Good Service
//ord_38851//Nisha Gupta-116Koramangala//Pooja Sharma*Burger+1+/9/27/2023//Credit Card//Delivered+On Time Delivery
//ord_38950//Rohan Patel-234Indiranagar//Not Assigned*Chicken Biryani+2+/6/6/2023//UPI//Cancelled+App Glitch
"//ord_39049//Rohan Patel-234Indiranagar//Rajesh Kumar*Masala Dosa+4+/2/21/2023//COD//Delivered+Fast delivery, fresh food"
//ord_39148//Neha Patel-104Whitefield//Divya Patel*Pizza+3+/6/28/2023//Credit Card//Delivered+On Time Delivery
"//ord_39247//Shreya Singh-268Marathahalli//Ananya Reddy*Fish Curry+1+/1/14/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_39346//Rahul Sharma-215MG Road//Not Assigned*Tandoori Chicken+3+/10/26/2023//Credit Card//Cancelled+App Glitch
//ord_39445//Vaishnavi M-111Brigade Road//Siddharth Singh*Chicken Curry+2+/8/27/2023//UPI//Delivered+Good Service
//ord_39544//Nisha Gupta-116Koramangala//Ravi Tiwari*Fish Biryani+2+/9/1/2023//COD//Delivered+Good Service
"//ord_39643//Akash Gupta-281Jayanagar//Pooja Sharma*Butter Chicken+3+/2/26/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_39742//Priya Singh-199Brigade Road//Manoj Singh*Noodles+1+/10/5/2023//COD//Delivered+On Time Delivery
//ord_39841//Rahul Sharma-215MG Road//Ananya Reddy*Noodles+1+/1/15/2023//Online Payment//Cancelled+Delayed Delivery
//ord_39940//Akash Gupta-281Jayanagar//Pooja Sharma*Chicken Tikka+1+/5/3/2023//Online Payment//Delivered+Good Service
//ord_40039//Rohit Singh-165Indiranagar//Ananya Reddy*Noodles+1+/5/6/2023//Credit Card//Delivered+Good Service
//ord_40138//Shreya Singh-268Marathahalli//Anil Gupta*Butter Naan+4+/5/26/2023//COD//Delivered+Good Service
//ord_40237//Priyanka Singh-242Koramangala//Siddharth Singh*Chicken Curry+2+/9/17/2023//Credit Card//Cancelled+Delayed Delivery
//ord_40336//Akash Gupta-281Jayanagar//Rajesh Kumar*Samosa+5+/9/3/2023//UPI//Delivered+Good Service
"//ord_40435//Karan Sharma-216Marathahalli//Ananya Reddy*Tandoori Chicken+3+/2/1/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_40534//Aryan Shah-113Jayanagar//Anil Gupta*Pav Bhaji+2+/6/15/2023//UPI//Delivered+On Time Delivery
//ord_40633//Naveen Kumar-265Koramangala//Ananya Reddy*Burger+2+/12/8/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_40732//Neha Patel-104Whitefield//Sneha Verma*Hakka Noodles+1+/10/10/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_40831//Naveen Kumar-265Koramangala//Ananya Reddy*Chicken Curry+2+/3/22/2023//UPI//Cancelled+Delayed Delivery
//ord_40930//Rahul Sharma-215MG Road//Divya Patel*Pasta+2+/9/21/2023//Credit Card//Delivered+Good Service
//ord_41029//Kriti Patel-227Whitefield//Manoj Singh*Pizza+3+/11/23/2023//UPI//Delivered+Good Service
"//ord_41128//Deepak Sharma-197HSR Layout//Sneha Verma*Burger+1+/7/4/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_41227//Pooja Patel-221BTM Layout//Siddharth Singh*Paneer Tikka+1+/4/11/2023//Online Payment//Delivered+On Time Delivery
//ord_41326//Arjun Shah-155MG Road//Not Assigned*Burger+1+/9/26/2023//UPI//Cancelled+Payment Issues
//ord_41425//Naveen Kumar-265Koramangala//Siddharth Singh*Veg Biryani+3+/10/22/2023//Online Payment//Cancelled+Delayed Delivery
//ord_41524//Sneha Jain-226HSR Layout//Divya Patel*Paneer Tikka+1+/8/4/2023//Credit Card//Delivered+Good Service
//ord_41623//Rohan Patel-234Indiranagar//Rajesh Kumar*Fish Biryani+4+/10/2/2023//Credit Card//Delivered+Good Service
"//ord_41722//Rohit Singh-165Indiranagar//Siddharth Singh*Chicken Tikka+1+/9/27/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_41821//Pooja Patel-221BTM Layout//Sneha Verma*Butter Chicken+3+/5/31/2023//Online Payment//Delivered+Good Service
